,drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,c_mddf_number,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description
21671,FUROSEMIDE,80,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
21672,FUROSEMIDE,80,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
21714,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),900,Intravenous,mg,OM,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
21715,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),600,Intravenous,mg,ON,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
21825,AMIKACIN,450,Intravenous,mg,OD,Injection,500 mg/2ml,2004939,N,INFECTIONS,05.01.04,Pack,5,x 2mL
21872,DEXAMETHASONE BASE,2,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
21875,DEXAMETHASONE BASE,10,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
21897,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
21898,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
21899,RANITIDINE,50,Intravenous,mg,8H,Injection,50 mg/2ml,1004667,N,GASTRO-INTESTINAL SYSTEM,01.03.01,Pack,5,x 2mL ampoule
22005,FUROSEMIDE,40,Intravenous,mg,Twice daily,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
22006,FUROSEMIDE,40,Intravenous,mg,Twice daily,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
22044,DEXAMETHASONE BASE,4,Intravenous,mg,TDS,Injection,3.3 mg/1ml,1014815,Y,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
22048,DEXAMETHASONE BASE,4,Intravenous,mg,TDS,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
22056,DEXAMETHASONE BASE,4,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
22110,PROMETHAZINE,25,Intravenous,mg,QDS,Injection,25 mg/1ml,1015346,N,RESPIRATORY SYSTEM,03.04.01,Pack,10,x 1mL ampoule
22114,ONDANSETRON,4,Intravenous,mg,QDS,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
22115,ONDANSETRON,4,Intravenous,mg,QDS,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
22199,DEXAMETHASONE BASE,20,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
22322,METOPROLOL,5,Intravenous,mg,TDS,Injection,5 mg/5ml,1001062,N,CARDIVASCULAR SYSTEM,2.04,Pack,5,x 5mL ampoule
22329,CHLORPHENAMINE,10,Intravenous,mg,OD,Injection,10 mg/1ml,1003307,Y,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
22352,TRAMADOL,50,Intravenous,mg,BD,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 2mL ampoule
22353,TRAMADOL,50,Intravenous,mg,BD,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 2mL ampoule
22470,DEXAMETHASONE BASE,6.6,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
22498,ONDANSETRON,4,Intravenous,mg,BD,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
22512,MORPHINE SULFATE,10,Intravenous,mg,3H,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
22570,HYOSCINE BUTYLBROMIDE,10,Intravenous,mg,8H,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
22656,DIGOXIN,250,Intravenous,microgram,BD,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,5,x 2mL ampoule
22657,DIGOXIN,250,Intravenous,microgram,BD,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,10,x 2mL ampoule
22754,GENTAMICIN,160,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
22755,GENTAMICIN,160,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
22772,PHENYTOIN SODIUM,100,Intravenous,mg,TDS,Injection,250 mg/5ml,1004468,N,CENTRAL NERVOUS SYSTEM,04.08.02,Pack,5,x 5mL ampoule
22773,PHENYTOIN SODIUM,100,Intravenous,mg,TDS,Injection,250 mg/5ml,1004468,N,CENTRAL NERVOUS SYSTEM,04.08.02,Carton,10,x 5mL ampoule
22870,MORPHINE SULFATE,1,Intravenous,mg,Every 15 minutes,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
22935,MORPHINE SULFATE,5,Intravenous,mg,Every hour,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
22947,HYDROCORTISONE SODIUM PHOSPHATE,80,Intravenous,mg,OM,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
23005,ONDANSETRON,4,Intravenous,mg,TDS,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
23064,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
23065,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
23066,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OM,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
23067,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OM,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
23070,MORPHINE SULFATE,5,Intravenous,mg,Every 3 hours,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
23147,ILOPROST,100,Intravenous,microgram,OM,Injection,100 micrograms/1ml,1019091,N,CARDIVASCULAR SYSTEM,02.05.01,Ampoule,1,mL
23204,DEXAMETHASONE BASE,40,Intravenous,mg,OD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
23262,FUROSEMIDE,160,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
23263,FUROSEMIDE,160,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
23264,FUROSEMIDE,120,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
23265,FUROSEMIDE,120,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
23405,ONDANSETRON,4,Intravenous,mg,QDS,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
23406,ONDANSETRON,8,Intravenous,mg,QDS,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
23533,HYDROCORTISONE SODIUM PHOSPHATE,50,Intravenous,mg,6H,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
23542,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,BD,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
23548,DEXAMETHASONE BASE,19.8,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
23550,CHLORPHENAMINE,10,Intravenous,mg,OD,Injection,10 mg/1ml,1003307,N,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
23560,PHYTOMENADIONE,10,Intravenous,mg,BD,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
23566,CLINDAMYCIN,"1,200.00",Intravenous,mg,QDS,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
23569,GENTAMICIN,224,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
23570,GENTAMICIN,224,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
23571,GENTAMICIN,480,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
23572,GENTAMICIN,480,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
23627,PAMIDRONATE DISODIUM,30,Intravenous,mg,OD,Injection,30 mg/2ml,1013433,N,ENDOCRINE SYSTEM,06.06.02,Pack,2,x 2mL ampoule
23638,HYDROCORTISONE SODIUM PHOSPHATE,50,Intravenous,mg,16:00,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
23639,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,OM,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
23722,HALOPERIDOL,2,Intravenous,mg,QDS,Injection,5 mg/1ml,1016212,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,5,x 1mL ampoule
23723,HALOPERIDOL,2,Intravenous,mg,QDS,Injection,5 mg/1ml,1016212,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,10,x 1mL ampoule
23790,CHLORPHENAMINE,10,Intravenous,mg,BD,Injection,10 mg/1ml,1003307,N,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
23804,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),500,Intravenous,mg,QDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
23805,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),700,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
23812,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),"1,000.00",Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
23882,GENTAMICIN,240,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
23883,GENTAMICIN,240,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
23900,FUROSEMIDE,100,Intravenous,mg,"0800, 1400",Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
23901,FUROSEMIDE,100,Intravenous,mg,"0800, 1400",Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
23914,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
23915,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
23918,ONDANSETRON,8,Intravenous,mg,OD,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
23945,DEXAMETHASONE BASE,16,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
23949,GENTAMICIN,80,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
23950,GENTAMICIN,80,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
24043,LORAZEPAM,2,Intravenous,mg,4H,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
24044,LORAZEPAM,2,Intravenous,mg,4H,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
24152,METRONIDAZOLE,500,Intravenous,mg,BD,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
24154,ONDANSETRON,8,Intravenous,mg,BD,Injection,8 mg/4ml,1014234,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
24345,DEXAMETHASONE BASE,6.6,Intravenous,mg,OD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
24376,DEXAMETHASONE BASE,8,Intravenous,mg,OD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
24575,FUROSEMIDE,40,Intravenous,mg,TDS,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
24576,FUROSEMIDE,40,Intravenous,mg,TDS,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
24652,METOCLOPRAMIDE,10,Intravenous,mg,AS DIRECTED BY PRESCRIBER,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
24653,METOCLOPRAMIDE,10,Intravenous,mg,AS DIRECTED BY PRESCRIBER,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
24654,MORPHINE SULFATE,10,Intravenous,mg,AS DIRECTED BY PRESCRIBER,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
24732,ONDANSETRON,4,Intravenous,mg,Q12h,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
24733,ONDANSETRON,4,Intravenous,mg,Q12h,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
24860,FUROSEMIDE,120,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
24861,FUROSEMIDE,120,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
25107,LORAZEPAM,1,Intravenous,mg,6H,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
25108,LORAZEPAM,1,Intravenous,mg,6H,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
25187,HALOPERIDOL,2.5,Intravenous,mg,BD,Injection,5 mg/1ml,1016212,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,5,x 1mL ampoule
25188,HALOPERIDOL,2.5,Intravenous,mg,BD,Injection,5 mg/1ml,1016212,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,10,x 1mL ampoule
25211,DIGOXIN PAEDIATRIC,100,Intravenous,microgram,OM,Injection,100 micrograms/1ml,3003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,1,x 1mL ampoule
25212,DIGOXIN PAEDIATRIC,100,Intravenous,microgram,OM,Injection,100 micrograms/1ml,3003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,10,x 1mL ampoule
25267,GENTAMICIN,100,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
25268,GENTAMICIN,100,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
25269,METOPROLOL,10,Intravenous,mg,OD,Injection,5 mg/5ml,1001062,N,CARDIVASCULAR SYSTEM,2.04,Pack,5,x 5mL ampoule
25272,GENTAMICIN,80,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
25273,GENTAMICIN,80,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
25276,GENTAMICIN,120,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
25277,GENTAMICIN,120,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
25278,GENTAMICIN,100,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
25279,GENTAMICIN,100,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
25280,GENTAMICIN,100,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
25281,GENTAMICIN,100,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
25284,GENTAMICIN,100,Intravenous,mg,16:00,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
25285,GENTAMICIN,100,Intravenous,mg,16:00,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
25286,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),600,Intravenous,mg,QDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
25324,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
25325,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
25349,FUROSEMIDE,80,Intravenous,mg,TDS,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
25350,FUROSEMIDE,80,Intravenous,mg,TDS,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
25392,PHYTOMENADIONE,10,Intravenous,mg,TDS,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
25544,GENTAMICIN,400,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
25545,GENTAMICIN,400,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
25646,METRONIDAZOLE,500,Intravenous,mg,8H,Injection,500 mg/100ml,1013286,Y,INFECTIONS,05.01.11,Bag,1,mL
25767,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),500,Intravenous,mg,TDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
25820,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
25821,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
25951,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
25952,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
26120,PHYTOMENADIONE,10,Intravenous,mg,OM,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
26166,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,TDS,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
26226,HYDROCORTISONE SODIUM PHOSPHATE,20,Intravenous,mg,BD,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
26229,CLINDAMYCIN,600,Intravenous,mg,6H,Injection,300 mg/2ml,9009049,N,INFECTIONS,05.01.06,Pack,5,x 2mL ampoule
26239,ALFENTANIL (2ml),100,Intravenous,microgram,6H,Injection,500 micrograms/1ml,1014682,Y,ANAESTHESIA,15.01.04.03,Pack,10,x 2mL ampoule
26310,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,BD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
26311,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,BD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
26365,MORPHINE SULFATE,1,Intravenous,mg,QDS,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
26377,TRAMADOL,100,Intravenous,mg,6H,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 2mL ampoule
26378,TRAMADOL,100,Intravenous,mg,6H,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 2mL ampoule
26393,ONDANSETRON,8,Intravenous,mg,TDS,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
26484,MORPHINE SULFATE,2,Intravenous,mg,QDS,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
26523,DEXAMETHASONE BASE,6,Intravenous,mg,OD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
26586,PHYTOMENADIONE,10,Intravenous,mg,#NAME?,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
26587,PHYTOMENADIONE,10,Intravenous,mg,@14.00 11/12/21,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
26603,DIGOXIN,62.5,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,5,x 2mL ampoule
26604,DIGOXIN,62.5,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,10,x 2mL ampoule
26681,DEXAMETHASONE BASE (HAMELN/HOSPIRA),6,Intravenous,mg,ON,Injection,6.6 mg/2ml,1014816,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 2mL
26682,DEXAMETHASONE BASE (HAMELN/HOSPIRA),6,Intravenous,mg,ON,Injection,6.6 mg/2ml,1014816,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 2mL
26721,TRAMADOL,100,Intravenous,mg,TDS,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 2mL ampoule
26722,TRAMADOL,100,Intravenous,mg,TDS,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 2mL ampoule
26774,MORPHINE SULFATE,10,Intravenous,mg,6H,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
26813,MIDAZOLAM,2.5,Intravenous,mg,4H,Injection,5 mg/5ml,1014286,Y,ANAESTHESIA,15.01.04,Pack,10,x 5mL ampoule
26815,NALOXONE,400,Intravenous,microgram,3H,Injection,400 micrograms/1ml,1013596,N,ANAESTHESIA,15.01.07,Pack,10,x 1mL ampoule
26826,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),600,Intravenous,mg,TDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
26829,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),500,Intravenous,mg,TDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
26922,AMIKACIN,"1,500.00",Intravenous,mg,Daily,Injection,500 mg/2ml,2004939,N,INFECTIONS,05.01.04,Pack,5,x 2mL
26923,AMIKACIN,"1,500.00",Intravenous,mg,OD,Injection,500 mg/2ml,2004939,N,INFECTIONS,05.01.04,Pack,5,x 2mL
26924,AMIKACIN,"1,250.00",Intravenous,mg,OD,Injection,500 mg/2ml,2004939,N,INFECTIONS,05.01.04,Pack,5,x 2mL
27034,FUROSEMIDE,80,Intravenous,mg,*2X AM/BED-*2X AM/LU Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
27035,FUROSEMIDE,80,Intravenous,mg,*2X AM/BED-*2X AM/LU Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
27089,ONDANSETRON,4,Intravenous,mg,TDS,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
